time,force,rate
3438.7000000000003,60.06486505464205,38627.707498214695
3438.75,60.064462833667314,38628.34250221003
3438.8,60.064060663838866,38628.97750630336
3438.8500000000004,60.06365854388323,38629.61251049472
3438.9,60.06325647237975,38630.24751478418
3438.9500000000003,60.062854447775294,38630.8825191718
3439.0,60.06245246839777,38631.51752365765
3439.05,60.06205053246677,38632.15252824182
3439.1000000000004,60.06164863924026,38632.787532924325
3439.15,60.06124678820799,38633.42253770518
3439.2000000000003,60.06084497875031,38634.05754258441
3439.25,60.06044321004462,38634.69254756203
3439.3,60.060041481060715,38635.32755263811
3439.3500000000004,60.059639790578444,38635.96255781269
3439.4,60.05923813721069,38636.59756308582
3439.4500000000003,60.0588365194228,38637.23256845758
3439.5,60.058434935549634,38637.867573928044
3439.55,60.05803338380979,38638.50257949728
3439.6000000000004,60.05763186231798,38639.137585165394
3439.65,60.05723036909434,38639.772590932465
3439.7000000000003,60.056828902074024,38640.40759679859
3439.75,60.056427459114374,38641.042602763875
3439.8,60.056026038001974,38641.67760882842
3439.8500000000004,60.05562463645836,38642.312614992334
3439.9,60.05522325214541,38642.947621255735
3439.9500000000003,60.05482188267017,38643.58262761874
3440.0,60.054420528451594,38644.21763408132
3440.05,60.054019190678254,38644.85264064341
3440.1000000000004,60.053617870421824,38645.48764730496
3440.15,60.053216568387555,38646.12265406592
3440.2000000000003,60.05281528771703,38646.75766092612
3440.25,60.05241403204119,38647.392667885404
3440.3,60.05201280462157,38648.02767494357
3440.3500000000004,60.05161160812342,38648.6626821005
3440.4,60.05121044461927,38649.29768935606
3440.4500000000003,60.0508093156537,38649.93269671018
3440.5,60.050408222315674,38650.5677041628
3440.55,60.05000716530083,38651.20271171386
3440.6000000000004,60.04960614496335,38651.83771936334
3440.65,60.04920516135858,38652.47272711123
3440.7000000000003,60.048804214277375,38653.10773495753
3440.75,60.04840330327607,38653.74274290226
3440.8,60.04800242770028,38654.37775094543
3440.8500000000004,60.047601586706186,38655.01275908708
3440.9,60.047200779278626,38655.64776732727
3440.9500000000003,60.04680000424712,38656.282775666004
3441.0,60.046399260299225,38656.91778410339
3441.05,60.04599854599305,38657.55279263947
3441.1000000000004,60.045597859768094,38658.18780127432
3441.15,60.04519719995486,38658.82281000801
3441.2000000000003,60.04479656478328,38659.45781884063
3441.25,60.04439595239126,38660.09282777226
3441.3,60.04399536083093,38660.727836802995
3441.3500000000004,60.04359478807555,38661.36284593295
3441.4,60.04319423202531,38661.99785516219
3441.4500000000003,60.04279369051239,38662.63286449084
3441.5,60.04239316130628,38663.267873919016
3441.55,60.041992642118025,38663.90288344682
3441.6000000000004,60.04159213060409,38664.53789307436
3441.65,60.04119162437067,38665.172902801765
3441.7000000000003,60.040791120977026,38665.80791262915
3441.75,60.0403906179384,38666.44292255665
3441.8,60.039990112729505,38667.07793258438
3441.8500000000004,60.03958960278712,38667.712942712475
3441.9,60.03918908551244,38668.34795294106
3441.9500000000003,60.03878855827399,38668.98296327028
3442.0,60.03838801840947,38669.617973700275
3442.05,60.03798746322784,38670.25298423116
3442.1000000000004,60.03758689001181,38670.88799486311
3442.15,60.03718629601876,38671.52300559623
3442.2000000000003,60.036785678483376,38672.15801643068
3442.25,60.03638503461879,38672.79302736662
3442.3,60.03598436161801,38673.42803840418
3442.3500000000004,60.03558365665543,38674.06304954351
3442.4,60.035182916888466,38674.69806078477
3442.4500000000003,60.03478213945815,38675.33307212811
3442.5,60.03438132149081,38675.96808357367
3442.55,60.033980460099095,38676.60309512162
3442.6000000000004,60.03357955238283,38677.23810677212
3442.65,60.033178595430094,38677.87311852532
3442.7000000000003,60.03277758631808,38678.508130381386
3442.75,60.03237652211409,38679.14314234046
3442.8,60.03197540062612,38679.77815440269
3442.8500000000004,60.0315742198914,38680.41316656817
3442.9,60.03117298242029,38681.0481788368
3442.9500000000003,60.03077169195555,38681.683191208394
3443.0,60.03037035203115,38682.3182036828
3443.05,60.0299689655615,38682.953216259884
3443.1000000000004,60.0295675353557,38683.5882289395
3443.15,60.02916606421747,38684.22324172154
3443.2000000000003,60.02876455455081,38684.85825460589
3443.25,60.028363008257266,38685.49326759245
3443.3,60.02796142675679,38686.128280681165
3443.3500000000004,60.02755981104154,38686.763293872005
3443.4,60.02715816172956,38687.39830716493
3443.4500000000003,60.02675648123179,38688.03332055983
3443.5,60.02635477228514,38688.66833405659
3443.55,60.02595303731995,38689.30334765508
3443.6000000000004,60.02555127829736,38689.938361355205
3443.65,60.025149496711215,38690.57337515691
3443.7000000000003,60.02474769363459,38691.208389060135
3443.75,60.024345869771274,38691.843403064864
3443.8,60.02394402550179,38692.47841717107
3443.8500000000004,60.02354216092183,38693.113431378755
3443.9,60.02314027587431,38693.74844568794
3443.9500000000003,60.022738369976544,38694.38346009864
3444.0,60.022336442642654,38695.01847461089
3444.05,60.021934494249976,38695.65348922469
3444.1000000000004,60.02153252533268,38696.28850394001
3444.15,60.021130536244684,38696.923518756834
3444.2000000000003,60.0207285270739,38697.55853367516
3444.25,60.020326497642536,38698.193548695
3444.3,60.01992445068248,38698.828563816234
3444.3500000000004,60.01952238961156,38699.46357903869
3444.4,60.01912031757891,38700.098594362214
3444.4500000000003,60.018718237206045,38700.733609786665
3444.5,60.01831615057191,38701.36862531197
3444.55,60.017914059264896,38702.00364093802
3444.6000000000004,60.017511965276476,38702.63865666473
3444.65,60.01710987047343,38703.273672491996
3444.7000000000003,60.0167077763795,38703.90868841976
